Column A,Column B
<div>How can the output voltage of a multiple-turn receiving loop antenna be increased?</div><div>BR</div> <div>A. By reducing the permeability of the loop shield</div><div>BR</div> <div>B. By utilizing high impedance wire for the coupling loop</div><div>BR</div> <div>C. By increasing the number of turns and/or the area enclosed by the loop</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>How can the output voltage of a multiple-turn receiving loop antenna be increased?</div><div>BR</div> <div><font color=""#d5dbdb"">A. By reducing the permeability of the loop shield</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. By utilizing high impedance wire for the coupling loop</font></div><div>BR</div> <div><font color=""#000000"">C. By increasing the number of turns and/or the area enclosed by the loop</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
<div>What feature of a cardioid pattern antenna makes it useful for direction-finding antennas?</div><div>BR</div> <div>A. A very sharp peak</div><div>BR</div> <div>B. A single null</div><div>BR</div> <div>C. Broadband response</div><div>BR</div> <div>D. High radiation angle</div><div>BR</div>,"<div>What feature of a cardioid pattern antenna makes it useful for direction-finding antennas?</div><div>BR</div> <div><font color=""#d5dbdb"">A. A very sharp peak</font></div><div>BR</div> <div><font color=""#000000"">B. A single null</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Broadband response</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. High radiation angle</font></div><div>BR</div>"
"<div>When evaluating RF exposure levels from your station at a neighbor’s home, what must you do?</div><div>BR</div> <div>A. Ensure signals from your station are less than the controlled maximum permissible exposure (MPE) limits</div><div>BR</div> <div>B. Ensure signals from your station are less than the uncontrolled maximum permissible exposure (MPE) limits</div><div>BR</div> <div>C. Ensure signals from your station are less than the controlled maximum permissible emission (MPE) limits</div><div>BR</div> <div>D. Ensure signals from your station are less than the uncontrolled maximum permissible emission (MPE) limits</div><div>BR</div>","<div>When evaluating RF exposure levels from your station at a neighbor’s home, what must you do?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Ensure signals from your station are less than the controlled maximum permissible exposure (MPE) limits</font></div><div>BR</div> <div><font color=""#000000"">B. Ensure signals from your station are less than the uncontrolled maximum permissible exposure (MPE) limits</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Ensure signals from your station are less than the controlled maximum permissible emission (MPE) limits</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Ensure signals from your station are less than the uncontrolled maximum permissible emission (MPE) limits</font></div><div>BR</div>"
<div>Over what range of frequencies are the FCC human body RF exposure limits most restrictive?</div><div>BR</div> <div>A. 300 kHz - 3 MHz</div><div>BR</div> <div>B. 3 - 30 MHz</div><div>BR</div> <div>C. 30 - 300 MHz</div><div>BR</div> <div>D. 300 - 3000 MHz</div><div>BR</div>,"<div>Over what range of frequencies are the FCC human body RF exposure limits most restrictive?</div><div>BR</div> <div><font color=""#d5dbdb"">A. 300 kHz - 3 MHz</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 3 - 30 MHz</font></div><div>BR</div> <div><font color=""#000000"">C. 30 - 300 MHz</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 300 - 3000 MHz</font></div><div>BR</div>"
"<div>When evaluating a site with multiple transmitters operating at the same time, the operators and licensees of which transmitters are responsible for mitigating over-exposure situations?</div><div>BR</div> <div>A. Each transmitter that produces 20 percent or more of its MPE limit in areas where the total MPE limit is exceeded</div><div>BR</div> <div>B. Each transmitter operating with a duty cycle greater than 25 percent</div><div>BR</div> <div>C. Each transmitter that produces 5 percent or more of its MPE limit in areas where the total MPE limit is exceeded</div><div>BR</div> <div>D. Each transmitter operating with a duty cycle greater than 50 percent</div><div>BR</div>","<div>When evaluating a site with multiple transmitters operating at the same time, the operators and licensees of which transmitters are responsible for mitigating over-exposure situations?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Each transmitter that produces 20 percent or more of its MPE limit in areas where the total MPE limit is exceeded</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Each transmitter operating with a duty cycle greater than 25 percent</font></div><div>BR</div> <div><font color=""#000000"">C. Each transmitter that produces 5 percent or more of its MPE limit in areas where the total MPE limit is exceeded</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Each transmitter operating with a duty cycle greater than 50 percent</font></div><div>BR</div>"
<div>What hazard is created by operating at microwave frequencies?</div><div>BR</div> <div>A. Microwaves are ionizing radiation</div><div>BR</div> <div>B. The high gain antennas commonly used can result in high exposure levels</div><div>BR</div> <div>C. Microwaves are in the frequency range where wave velocity is higher</div><div>BR</div> <div>D. The extremely high frequency energy can damage the joints of antenna structures</div><div>BR</div>,"<div>What hazard is created by operating at microwave frequencies?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Microwaves are ionizing radiation</font></div><div>BR</div> <div><font color=""#000000"">B. The high gain antennas commonly used can result in high exposure levels</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Microwaves are in the frequency range where wave velocity is higher</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The extremely high frequency energy can damage the joints of antenna structures</font></div><div>BR</div>"
<div>Why are there separate electric (E) and magnetic (H) MPE limits at frequencies below 300 MHz?</div><div>BR</div> <div>A. The body reacts to electromagnetic radiation from both the E and H fields</div><div>BR</div> <div>B. Ground reflections and scattering cause the field strength to vary with location</div><div>BR</div> <div>C. E field and H field radiation intensity peaks can occur at different locations</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>Why are there separate electric (E) and magnetic (H) MPE limits at frequencies below 300 MHz?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The body reacts to electromagnetic radiation from both the E and H fields</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Ground reflections and scattering cause the field strength to vary with location</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. E field and H field radiation intensity peaks can occur at different locations</font></div><div>BR</div> <div><font color=""#000000"">D. All these choices are correct</font></div><div>BR</div>"
"<div>What is meant by “100% tie-off” regarding tower safety?</div><div>BR</div> <div>A. All loose ropes and guys secured to a fixed structure</div><div>BR</div> <div>B. At least one lanyard attached to the tower at all times</div><div>BR</div> <div>C. All tools secured to the climber’s harness</div><div>BR</div> <div>D. All circuit breakers feeding power to the tower must be tied closed with tape, cable, or ties</div><div>BR</div>","<div>What is meant by “100% tie-off” regarding tower safety?</div><div>BR</div> <div><font color=""#d5dbdb"">A. All loose ropes and guys secured to a fixed structure</font></div><div>BR</div> <div><font color=""#000000"">B. At least one lanyard attached to the tower at all times</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. All tools secured to the climber’s harness</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All circuit breakers feeding power to the tower must be tied closed with tape, cable, or ties</font></div><div>BR</div>"
<div>What does SAR measure?</div><div>BR</div> <div>A. Signal attenuation ratio</div><div>BR</div> <div>B. Signal amplification rating</div><div>BR</div> <div>C. The rate at which RF energy is absorbed by the body</div><div>BR</div> <div>D. The rate of RF energy reflected from stationary terrain</div><div>BR</div>,"<div>What does SAR measure?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Signal attenuation ratio</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Signal amplification rating</font></div><div>BR</div> <div><font color=""#000000"">C. The rate at which RF energy is absorbed by the body</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The rate of RF energy reflected from stationary terrain</font></div><div>BR</div>"
"<div>Which of the following types of equipment are exempt from RF exposure evaluations?</div><div>BR</div> <div>A. Transceivers with less than 7 watts of RF output</div><div>BR</div> <div>B. Antennas that radiate only in the near field</div><div>BR</div> <div>C. Hand-held transceivers sold before May 3, 2021</div><div>BR</div> <div>D. Dish antennas less than one meter in diameter</div><div>BR</div>","<div>Which of the following types of equipment are exempt from RF exposure evaluations?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Transceivers with less than 7 watts of RF output</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Antennas that radiate only in the near field</font></div><div>BR</div> <div><font color=""#000000"">C. Hand-held transceivers sold before May 3, 2021</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Dish antennas less than one meter in diameter</font></div><div>BR</div>"
<div>When must an RF exposure evaluation be performed on an amateur station operating on 80 meters? </div><div>BR</div> <div>A. An evaluation must always be performed</div><div>BR</div> <div>B. When the ERP of the station is less than 10 watts</div><div>BR</div> <div>C. When the station’s operating mode is CW</div><div>BR</div> <div>D. When the output power from the transmitter is less than 100 watts</div><div>BR</div>,"<div>When must an RF exposure evaluation be performed on an amateur station operating on 80 meters? </div><div>BR</div> <div><font color=""#000000"">A. An evaluation must always be performed</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. When the ERP of the station is less than 10 watts</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. When the station’s operating mode is CW</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. When the output power from the transmitter is less than 100 watts</font></div><div>BR</div>"
